identifier	system	gold	head_tail	correct	gold_sense_rank
d011.s005.t008	selection%1:22:00::	selection%1:04:00::	head	False	1
d001.s002.t011	year%1:28:01::	year%1:28:01::	head	True	1
d007.s025.t002	wittiness%1:10:00::	wittiness%1:10:00::	head	True	1
d010.s015.t003	code_of_conduct%1:09:00::	code_of_conduct%1:09:00::	head	True	1
d013.s022.t004	fannie_mae%1:14:00::	fannie_mae%1:14:00::	head	True	1
d013.s014.t006	summer%1:28:00::	summer%1:28:00::	head	True	1
d002.s004.t005	triumph%1:11:00::	triumph%1:11:00::	head	True	1
d001.s028.t001	big_league%1:14:00::	big_league%1:14:00::	head	True	1
d010.s024.t006	level%1:06:00::	level%1:07:00::	head	False	1
d008.s006.t001	form%1:09:01::	form%1:09:01::	tail	True	2
d012.s004.t001	viewpoint%1:09:00::	viewpoint%1:09:00::	head	True	1
d008.s018.t005	study%1:06:00::	study%1:04:00::	head	False	1
d011.s006.t001	number%1:23:00::	number%1:07:00::	head	False	1
d006.s023.t002	effect%1:19:00::	effect%1:19:00::	head	True	1
d006.s032.t001	case%1:04:00::	case%1:04:00::	tail	True	3
d008.s001.t002	possibility%1:26:00::	possibility%1:26:00::	tail	True	2
d012.s009.t003	burden%1:06:01::	burden%1:09:01::	head	False	1
d006.s007.t008	detail%1:09:00::	detail%1:09:00::	head	True	1
d009.s022.t002	central_america%1:15:00::	central_america%1:14:00::	tail	False	2
d009.s025.t011	chart%1:06:00::	chart%1:10:00::	head	False	1
d004.s012.t001	u.s.%1:15:00::	u.s.%1:15:00::	tail	True	2
d008.s002.t006	form%1:09:01::	form%1:14:02::	tail	False	9
d011.s005.t007	record%1:06:00::	record%1:04:01::	tail	False	4
d006.s011.t001	last_word%1:10:01::	last_word%1:10:01::_last_word%1:10:00::	head	True	1
d006.s024.t011	united_states_senate%1:14:00::	united_states_senate%1:14:00::	head	True	1
d010.s002.t015	high_court%1:14:00::	high_court%1:14:00::	head	True	1
d012.s016.t003	immigrant%1:18:00::	immigrant%1:18:00::	head	True	1
d007.s027.t002	principle%1:09:00::	principle%1:10:00::	tail	False	5
d002.s008.t008	home%1:15:04::	home%1:15:02::	tail	False	3
d005.s001.t003	support%1:04:03::	support%1:21:01::	tail	False	10
d005.s005.t001	institution%1:09:00::	institution%1:14:00::	head	False	1
d006.s007.t009	jury%1:14:00::	jury%1:14:00::	head	True	1
d010.s009.t004	stake%1:10:00::	stake%1:21:02::	head	False	1
d001.s008.t005	climate%1:26:00::	climate%1:26:00::	head	True	1
d001.s022.t006	friday%1:28:00::	friday%1:28:00::	head	True	1
d001.s005.t008	term%1:10:02::	term%1:28:00::	tail	False	2
d013.s024.t003	responsibility%1:07:00::	responsibility%1:04:00::	head	False	1
d003.s003.t007	technology%1:09:00::	technology%1:09:00::	tail	True	2
d010.s007.t001	law_firm%1:14:00::	law_firm%1:14:00::	head	True	1
d007.s012.t007	action%1:04:02::	action%1:04:02::	head	True	1
d009.s010.t001	support%1:06:01::	support%1:04:00::	tail	False	2
d010.s005.t005	march%1:28:00::	march%1:28:00::	head	True	1
d003.s003.t010	point%1:23:01::	point%1:26:00::	tail	False	5
d009.s010.t006	table%1:14:00::	table%1:14:00::	head	True	1
d007.s019.t001	advantage%1:07:00::	advantage%1:07:01::	tail	False	3
d008.s025.t004	idea%1:09:00::	idea%1:09:00::	head	True	1
d003.s002.t010	nasdaq%1:06:00::	nasdaq%1:06:00::	head	True	1
d008.s021.t002	organism%1:03:00::	organism%1:03:00::	head	True	1
d007.s013.t007	team%1:14:00::	team%1:14:00::	head	True	1
d006.s016.t010	death_penalty%1:04:00::	death_penalty%1:04:00::	head	True	1
d002.s013.t003	play%1:04:06::	play%1:04:05::	tail	False	3
d004.s011.t007	military%1:14:00::	military%1:14:00::	head	True	1
d013.s021.t003	wave%1:11:00::	wave%1:04:02::	tail	False	2
d008.s019.t002	phosphorus%1:17:00::	phosphorus%1:27:00::	head	False	1
d007.s007.t004	practice%1:04:00::	practice%1:04:00::	head	True	1
d004.s009.t008	editor%1:18:00::	editor%1:18:00::	head	True	1
d001.s025.t005	plane%1:06:00::	plane%1:06:01::	head	False	1
d003.s002.t003	friday%1:28:00::	friday%1:28:00::	head	True	1
d010.s021.t005	group%1:09:00::	group%1:03:00::	head	False	1
d010.s005.t004	argument%1:09:01::	argument%1:10:00::	tail	False	3
d012.s016.t008	labor%1:14:00::	labor%1:14:00::	head	True	1
d005.s011.t003	bank%1:14:00::	bank%1:14:00::	tail	True	2
d006.s017.t005	communication%1:24:00::	communication%1:10:01::	head	False	1
d001.s002.t013	burden%1:06:01::	burden%1:09:01::	head	False	1
d010.s011.t004	opponent%1:18:00::	opponent%1:18:00::	tail	True	2
d007.s020.t002	advantage%1:07:00::	advantage%1:07:01::	tail	False	3
d012.s016.t002	reality%1:26:01::	reality%1:26:02::	tail	False	3
d002.s011.t003	return%1:21:00::	return%1:04:02::	tail	False	4
d007.s011.t001	matter%1:03:00::	matter%1:09:00::	tail	False	2
d006.s019.t001	defense_lawyer%1:18:00::	defense_lawyer%1:18:00::	head	True	1
d008.s003.t002	bacterium%1:05:00::	bacterium%1:05:00::	head	True	1
d001.s024.t003	delegate%1:18:00::	delegate%1:18:00::	head	True	1
d012.s019.t010	effect%1:19:00::	effect%1:19:00::	head	True	1
d004.s009.t004	war%1:04:00::	war%1:04:00::	head	True	1
d013.s003.t009	dollar%1:21:01::	dollar%1:23:00::	head	False	1
d007.s019.t006	card%1:10:01::	card%1:27:00::	tail	False	4
d003.s008.t004	november%1:28:00::	november%1:28:00::	head	True	1
d010.s020.t005	impartiality%1:09:00::	impartiality%1:09:00::	head	True	1
d009.s028.t006	respondent%1:18:00::	respondent%1:18:00::	tail	True	2
d012.s002.t013	country%1:15:00::	country%1:14:00::	head	False	1
d002.s002.t001	victory%1:11:00::	victory%1:11:00::	head	True	1
d009.s019.t006	poverty%1:26:00::	poverty%1:26:00::	head	True	1
d008.s014.t004	element%1:27:00::	element%1:27:00::	tail	True	3
d004.s018.t002	par%1:26:00::	par%1:26:00::	tail	True	2
d009.s021.t001	brazil%1:15:00::	brazil%1:15:00::	head	True	1
d009.s011.t008	low%1:18:00::	low%1:07:00::	tail	False	3
d002.s003.t005	end%1:09:02::	end%1:11:00::	tail	False	3
d007.s012.t005	player%1:18:01::	player%1:18:01::	head	True	1
d009.s012.t003	drop%1:17:00::	drop%1:07:00::	tail	False	3
d003.s006.t001	narrow_margin%1:07:00::	narrow_margin%1:07:00::	head	True	1
d009.s020.t003	country%1:15:00::	country%1:14:00::	head	False	1
d010.s026.t001	indication%1:10:02::	indication%1:10:00::	head	False	1
d013.s011.t004	credit_union%1:14:00::	credit_union%1:14:00::	head	True	1
d007.s014.t003	player%1:18:01::	player%1:18:01::	head	True	1
d012.s013.t001	economist%1:18:00::	economist%1:18:00::	head	True	1
d004.s019.t008	level%1:06:01::	level%1:07:00::	head	False	1
d010.s018.t005	claim%1:10:02::	claim%1:10:02::	tail	True	2
d012.s018.t002	wage%1:21:00::	wage%1:21:00::	head	True	1
d008.s025.t002	microbiology%1:09:00::	microbiology%1:09:00::	head	True	1
d004.s010.t002	offer%1:10:00::	offer%1:10:00::	tail	True	2
d012.s020.t006	pay%1:21:01::	pay%1:21:01::	head	True	1
d007.s022.t002	spirit%1:18:00::	spirit%1:26:00::	tail	False	2
d010.s017.t006	activist%1:18:00::	activist%1:18:00::	head	True	1
d004.s003.t009	iraq%1:15:00::	iraq%1:15:00::	head	True	1
d010.s019.t006	court%1:14:00::	court%1:14:00::	head	True	1
d006.s020.t005	daughter%1:18:00::	daughter%1:18:00::	head	True	1
d011.s022.t001	game%1:04:00::	game%1:04:03::	tail	False	2
d009.s021.t004	president%1:18:02::	president%1:18:00::	tail	False	3
d001.s017.t003	major_power%1:14:00::	major_power%1:14:00::	head	True	1
d006.s010.t006	week%1:28:02::	week%1:28:02::	tail	True	3
d013.s007.t006	new_york%1:15:01::	new_york%1:15:00::_new_york%1:15:01::	head	True	1
d010.s002.t009	justice%1:18:00::	justice%1:18:00::	tail	True	3
d011.s010.t001	peak%1:15:01::	peak%1:26:00::	tail	False	3
d008.s027.t007	team%1:14:00::	team%1:14:00::	head	True	1
d012.s025.t001	question%1:10:03::	question%1:10:01::	tail	False	2
d010.s017.t003	case%1:04:00::	case%1:04:00::	tail	True	3
d002.s015.t003	line%1:10:02::	line%1:15:01::	tail	False	10
d013.s022.t008	dollar%1:21:01::	dollar%1:23:00::	head	False	1
d002.s001.t001	victory%1:11:00::	victory%1:11:00::	head	True	1
d003.s008.t006	row%1:14:01::	row%1:07:00::	tail	False	6
d010.s002.t013	law_firm%1:14:00::	law_firm%1:14:00::	head	True	1
d001.s020.t003	mexico%1:15:00::	mexico%1:15:00::	head	True	1
d002.s015.t002	team%1:14:00::	team%1:14:00::	head	True	1
d012.s021.t016	yahoo%1:10:00::	yahoo%1:10:00::	tail	True	3
d009.s009.t005	institution%1:09:00::	institution%1:14:00::	head	False	1
d006.s004.t009	house%1:06:00::	house%1:06:00::	head	True	1
d001.s016.t010	united_states%1:15:00::	united_states%1:14:00::	tail	False	2
d010.s019.t003	fundraiser%1:18:00::	fundraiser%1:11:00::	tail	False	2
d007.s017.t006	action%1:06:00::	action%1:04:02::	head	False	1
d008.s011.t002	microbe%1:05:00::	microbe%1:05:00::	head	True	1
d006.s024.t008	campaign%1:04:00::	campaign%1:11:00::	head	False	1
d001.s016.t008	common_sense%1:09:00::	common_sense%1:09:00::	head	True	1
d012.s024.t002	start%1:28:00::	start%1:11:00::	head	False	1
d010.s010.t006	conference%1:10:00::	conference%1:10:00::	tail	True	3
d007.s027.t003	sport%1:18:00::	sport%1:04:00::	head	False	1
d001.s014.t005	bush_administration%1:14:00::	bush_administration%1:14:01::	tail	False	2
d013.s010.t003	responsiveness%1:09:00::	responsiveness%1:07:00::	tail	False	2
d011.s017.t001	game%1:04:03::	game%1:04:03::	tail	True	2
d009.s005.t001	finding%1:17:00::	finding%1:17:00::	tail	True	3
d008.s010.t004	earth%1:17:02::	earth%1:17:00::	head	False	1
d002.s013.t008	team%1:14:00::	team%1:14:00::	head	True	1
d001.s013.t006	cut%1:13:00::	cut%1:04:05::	tail	False	10
d009.s028.t015	year%1:28:01::	year%1:28:01::	head	True	1
d007.s007.t006	football%1:06:00::	football%1:04:00::	head	False	1
d012.s013.t006	people%1:14:00::	people%1:14:00::	head	True	1
d012.s010.t003	generosity%1:04:00::	generosity%1:07:00::	head	False	1
d007.s015.t002	complaint%1:10:03::	complaint%1:10:00::	tail	False	3
d006.s025.t003	case%1:04:00::	case%1:04:00::	tail	True	3
d002.s002.t011	top%1:26:00::	top%1:26:00::	tail	True	5
d001.s020.t005	climate_change%1:22:00::	climate_change%1:22:00::	head	True	1
d012.s013.t013	impact%1:19:00::	impact%1:19:00::	tail	True	2
d003.s013.t012	evening%1:28:00::	evening%1:28:00::	head	True	1
d011.s016.t005	striker%1:06:00::	striker%1:18:02::	head	False	1
d011.s009.t002	experience%1:09:01::	experience%1:09:01::	head	True	1
d009.s022.t003	recession%1:25:00::	recession%1:26:00::	head	False	1
d001.s024.t005	issue%1:10:00::	issue%1:09:01::	head	False	1
d002.s008.t006	applause%1:10:00::	applause%1:10:00::	head	True	1
d006.s004.t005	trial%1:04:02::	trial%1:04:02::	tail	True	4
d010.s025.t002	case%1:04:00::	case%1:04:00::	tail	True	3
d009.s002.t004	backing%1:06:00::	backing%1:04:00::	head	False	1
d006.s028.t006	view%1:09:02::	view%1:09:02::	head	True	1
d004.s008.t003	giant%1:18:02::	giant%1:14:00::	tail	False	3
d010.s018.t003	indifference%1:12:01::	indifference%1:07:01::	tail	False	4
d012.s021.t001	fact%1:09:01::	fact%1:09:01::	head	True	1
d012.s003.t002	student%1:18:00::	student%1:18:00::	head	True	1
d007.s014.t008	sanction%1:04:01::	sanction%1:04:02::	tail	False	2
d003.s010.t008	situation%1:26:00::	situation%1:26:00::	head	True	1
d008.s012.t005	speculation%1:21:00::	speculation%1:09:00::	tail	False	2
d012.s021.t002	diversity%1:07:02::	diversity%1:07:02::	head	True	1
d013.s004.t002	sale%1:04:02::	sale%1:04:00::	head	False	1
d002.s009.t004	night%1:28:00::	night%1:28:00::	head	True	1
d010.s018.t002	ethic%1:10:00::	ethic%1:10:00::	tail	True	2
d009.s024.t005	year%1:28:01::	year%1:28:01::	head	True	1
d012.s025.t003	effect%1:19:00::	effect%1:19:00::	head	True	1
d012.s002.t004	aspect%1:24:00::	aspect%1:07:02::	tail	False	2
d006.s010.t002	state%1:14:02::	state%1:15:01::	head	False	1
d009.s014.t005	democracy%1:14:00::	democracy%1:14:00::	tail	True	2
d002.s008.t003	game%1:04:03::	game%1:04:03::	tail	True	2
d004.s014.t001	u.s.%1:15:00::	u.s.%1:15:00::	tail	True	2
d004.s011.t004	tuesday%1:28:00::	tuesday%1:28:00::	head	True	1
d009.s015.t003	country%1:15:00::	country%1:14:00::	head	False	1
d006.s031.t006	coverage%1:10:00::	coverage%1:10:00::	tail	True	3
d005.s003.t003	support%1:06:01::	support%1:21:01::	tail	False	10
d001.s009.t007	developing_country%1:14:00::	developing_country%1:14:00::	head	True	1
d007.s011.t003	damage%1:04:00::	damage%1:11:00::	head	False	1
d009.s010.t005	south_america%1:17:00::	south_america%1:17:00::	head	True	1
d012.s012.t001	notion%1:09:00::	notion%1:09:02::	head	False	1
d004.s016.t007	field%1:09:01::	field%1:15:00::	head	False	1
d012.s003.t005	france%1:18:00::	france%1:15:00::	head	False	1
d004.s014.t007	advice%1:10:00::	advice%1:10:00::	head	True	1
d012.s010.t002	degree%1:10:00::	degree%1:07:00::	head	False	1
d008.s003.t001	researcher%1:18:00::	researcher%1:18:00::	head	True	1
d001.s015.t003	developing_country%1:14:00::	developing_country%1:14:00::	head	True	1
d008.s004.t001	organism%1:03:00::	organism%1:03:00::	head	True	1
d004.s012.t006	government%1:14:00::	government%1:14:00::	head	True	1
d007.s006.t006	team%1:14:00::	team%1:14:00::	head	True	1
d007.s017.t008	player%1:18:01::	player%1:18:01::	head	True	1
d012.s002.t002	policy%1:10:00::	policy%1:10:00::	tail	True	2
d007.s005.t004	group%1:03:00::	group%1:03:00::	head	True	1
d001.s026.t002	people%1:14:00::	people%1:14:00::	head	True	1
d006.s008.t003	judge%1:18:00::	judge%1:18:00::	head	True	1
d012.s017.t005	sector%1:14:00::	sector%1:14:00::	tail	True	2
d011.s013.t006	striker%1:06:00::	striker%1:18:02::	head	False	1
d010.s009.t006	litigation%1:04:00::	litigation%1:04:00::	head	True	1
d012.s007.t003	generosity%1:04:00::	generosity%1:07:00::	head	False	1
d013.s003.t005	giant%1:18:02::	giant%1:14:00::	tail	False	3
d005.s007.t004	sale%1:04:02::	sale%1:04:00::	head	False	1
d006.s008.t002	appeal%1:04:00::	appeal%1:04:00::	tail	True	3
d004.s012.t011	shareholder%1:18:00::	shareholder%1:18:00::	head	True	1
d004.s005.t001	company%1:14:03::	company%1:14:01::	head	False	1
d008.s025.t006	phosphorus%1:17:00::	phosphorus%1:27:00::	head	False	1
d007.s009.t015	technician%1:18:00::	technician%1:18:01::	tail	False	2
d001.s008.t001	document%1:06:00::	document%1:10:00::	head	False	1
d008.s023.t005	arsenic%1:27:00::	arsenic%1:27:00::	tail	True	2
d008.s004.t002	capability%1:09:00::	capability%1:26:00::	tail	False	2
d010.s007.t003	two_dozen%1:23:00::	two_dozen%1:23:00::	head	True	1
d001.s021.t001	country%1:15:00::	country%1:14:00::	head	False	1
d009.s023.t006	crime%1:04:00::	crime%1:04:00::	head	True	1
d008.s014.t005	biochemistry%1:09:00::	biochemistry%1:09:00::	head	True	1
d010.s016.t003	judge%1:18:01::	judge%1:18:00::	head	False	1
d008.s015.t003	team%1:14:00::	team%1:14:00::	head	True	1
d012.s023.t004	example%1:09:02::	example%1:11:00::	tail	False	5
d002.s007.t001	scorer%1:18:02::	scorer%1:18:00::	head	False	1
d009.s014.t003	region%1:15:01::	region%1:15:00::	head	False	1
d008.s003.t003	earth%1:17:02::	earth%1:17:00::	head	False	1
d006.s028.t002	journalist%1:18:00::	journalist%1:18:00::	head	True	1
d007.s023.t003	application%1:04:03::	application%1:04:02::	head	False	1
d009.s028.t008	year%1:28:01::	year%1:28:01::	head	True	1
d002.s006.t004	net%1:06:00::	net%1:06:04::	tail	False	4
d009.s013.t003	mexico%1:15:00::	mexico%1:15:00::	head	True	1
d013.s008.t002	culpability%1:26:00::	culpability%1:26:00::	head	True	1
d007.s008.t001	ethos%1:07:00::	ethos%1:07:00::	head	True	1
d012.s003.t007	bricklayer%1:18:00::	bricklayer%1:18:00::	head	True	1
d009.s003.t001	crime%1:04:01::	crime%1:04:00::	head	False	1
d006.s009.t006	right%1:07:00::	right%1:07:00::	head	True	1
d010.s023.t004	issue%1:09:01::	issue%1:09:01::	head	True	1
d009.s016.t003	latin_america%1:15:00::	latin_america%1:15:00::	head	True	1
d013.s014.t001	regulator%1:06:01::	regulator%1:18:00::	tail	False	2
d009.s011.t006	support%1:06:01::	support%1:04:00::	tail	False	2
d007.s010.t002	type%1:09:00::	type%1:09:00::	head	True	1
d012.s016.t006	trade%1:04:00::	trade%1:04:00::	tail	True	2
d004.s014.t002	firm%1:14:00::	firm%1:14:00::	head	True	1
d012.s010.t001	difference%1:23:00::	difference%1:07:00::	head	False	1
d007.s009.t003	case%1:04:00::	case%1:11:00::	head	False	1
d011.s004.t006	today%1:28:00::	today%1:28:01::	tail	False	2
d009.s027.t006	private_enterprise%1:14:00::	private_enterprise%1:14:00::	head	True	1
d002.s009.t002	point%1:23:01::	point%1:23:01::	tail	True	10
d013.s020.t006	misconduct%1:04:00::	misconduct%1:04:00::	tail	True	2
d010.s001.t003	challenger%1:18:00::	challenger%1:18:00::	head	True	1
d011.s009.t003	area%1:07:00::	area%1:26:00::	tail	False	4
d007.s017.t003	benefit%1:07:00::	benefit%1:07:00::	tail	True	2
d013.s003.t001	problem%1:26:00::	problem%1:26:00::	head	True	1
d011.s011.t001	today%1:28:00::	today%1:28:01::	tail	False	2
d009.s017.t003	country%1:15:00::	country%1:14:00::	head	False	1
d009.s011.t003	economic_growth%1:22:00::	economic_growth%1:22:00::	head	True	1
d012.s002.t008	policy%1:10:00::	policy%1:10:00::	tail	True	2
d003.s003.t002	figure%1:18:00::	figure%1:07:01::	tail	False	9
d001.s016.t009	week%1:28:02::	week%1:28:02::	tail	True	3
d006.s009.t004	courtroom%1:06:00::	courtroom%1:06:00::	head	True	1
d001.s013.t003	envoy%1:10:00::	envoy%1:18:00::	head	False	1
d013.s011.t007	deposit%1:21:01::	deposit%1:21:01::	tail	True	4
d003.s010.t001	index%1:10:00::	index%1:10:01::	tail	False	2
d007.s012.t008	danger%1:26:00::	danger%1:26:00::	head	True	1
d010.s002.t005	challenge%1:10:00::	challenge%1:10:01::	tail	False	3
d011.s013.t004	team%1:14:00::	team%1:14:00::	head	True	1
d010.s004.t004	state%1:03:00::	state%1:15:01::	head	False	1
d007.s020.t015	card%1:10:01::	card%1:27:00::	tail	False	4
d001.s002.t014	term%1:09:00::	term%1:28:00::	tail	False	2
d013.s013.t001	settlement%1:14:01::	settlement%1:10:00::	tail	False	3
d009.s023.t009	country%1:15:00::	country%1:14:00::	head	False	1
d012.s017.t002	sector%1:14:00::	sector%1:14:00::	tail	True	2
d004.s003.t001	deal%1:04:02::	deal%1:10:00::	tail	False	2
d013.s007.t003	court%1:06:05::	court%1:14:00::	head	False	1
d001.s016.t003	foreign_minister%1:18:00::	foreign_minister%1:18:00::	head	True	1
d006.s031.t001	filing%1:04:01::	filing%1:10:00::	head	False	1
d001.s011.t006	year%1:28:01::	year%1:28:01::	head	True	1
d001.s026.t008	draft%1:04:03::	draft%1:10:00::	tail	False	5
d010.s002.t012	dinner%1:13:00::	dinner%1:13:00::	head	True	1
d004.s001.t003	oil_company%1:14:00::	oil_company%1:14:00::	head	True	1
d009.s016.t005	democracy%1:14:00::	democracy%1:14:00::	tail	True	2
d012.s022.t005	budget%1:21:03::	budget%1:21:03::	tail	True	2
d009.s012.t001	mexico%1:15:00::	mexico%1:15:00::	head	True	1
d009.s027.t002	respondent%1:18:00::	respondent%1:18:00::	tail	True	2
d002.s005.t001	game%1:04:03::	game%1:04:03::	tail	True	2
d008.s014.t006	set%1:14:02::	set%1:14:00::	head	False	1
d013.s010.t004	bank%1:14:00::	bank%1:14:00::	tail	True	2
d009.s011.t002	peru%1:15:00::	peru%1:15:00::	head	True	1
d004.s019.t006	ministry%1:14:00::	ministry%1:14:00::	tail	True	3
d008.s010.t007	life%1:26:02::	life%1:19:00::	tail	False	10
d013.s014.t002	bank%1:14:00::	bank%1:14:00::	tail	True	2
d013.s001.t003	pound%1:23:07::	pound%1:23:01::	tail	False	2
d011.s005.t001	europe%1:14:00::	europe%1:17:00::	head	False	1
d004.s003.t005	russia%1:15:04::	russia%1:15:04::	tail	True	4
d005.s010.t004	liability%1:26:00::	liability%1:26:01::	head	False	1
d002.s016.t007	season%1:28:00::	season%1:28:02::	head	False	1
d013.s022.t003	lender%1:18:00::	lender%1:18:00::	head	True	1
d012.s023.t008	contribution%1:04:02::	contribution%1:04:02::	head	True	1
d007.s018.t002	game%1:05:00::	game%1:04:03::	tail	False	2
d006.s013.t014	news_media%1:10:00::	news_media%1:10:00::	head	True	1
d009.s021.t003	popularity%1:07:00::	popularity%1:07:00::	head	True	1
d007.s011.t004	spirit%1:18:00::	spirit%1:26:00::	tail	False	2
d009.s029.t006	venezuela%1:15:00::	venezuela%1:15:00::	head	True	1
d006.s013.t003	conviction%1:04:00::	conviction%1:04:00::	tail	True	2
d010.s005.t007	race%1:14:00::	race%1:11:01::	head	False	1
d009.s014.t007	figure%1:18:00::	figure%1:07:01::	tail	False	9
d006.s031.t005	trial%1:04:02::	trial%1:04:02::	tail	True	4
d001.s023.t002	negotiation%1:04:00::	negotiation%1:10:00::	head	False	1
d010.s019.t004	attorney%1:18:00::	attorney%1:18:00::	head	True	1
d001.s025.t010	claim%1:04:00::	claim%1:04:00::	tail	True	3
d010.s018.t004	code%1:10:02::	code%1:10:01::	head	False	1
d008.s024.t010	arsenic%1:27:00::	arsenic%1:27:00::	tail	True	2
d008.s008.t005	arsenic%1:27:00::	arsenic%1:27:00::	tail	True	2
d010.s006.t002	court%1:14:00::	court%1:14:00::	head	True	1
d008.s014.t001	discovery%1:10:01::	discovery%1:09:00::	tail	False	3
d012.s005.t005	subject%1:10:00::	subject%1:10:00::	head	True	1
d006.s024.t007	election%1:04:01::	election%1:04:01::	head	True	1
d010.s020.t003	event%1:03:00::	event%1:03:00::	head	True	1
d006.s006.t004	appeal%1:04:00::	appeal%1:04:00::	tail	True	3
d007.s014.t010	punishment%1:04:00::	punishment%1:04:00::	head	True	1
d007.s021.t002	advantage%1:07:00::	advantage%1:07:01::	tail	False	3
d007.s027.t001	damage%1:04:00::	damage%1:11:00::	head	False	1
d009.s010.t002	democracy%1:14:00::	democracy%1:14:00::	tail	True	2
d009.s023.t005	whole%1:03:00::	whole%1:09:00::	head	False	1
d007.s010.t008	fraud%1:04:00::	fraud%1:04:00::	head	True	1
d010.s006.t003	law%1:09:02::	law%1:10:00::	tail	False	2
d012.s006.t010	france%1:18:00::	france%1:15:00::	head	False	1
d010.s010.t003	hotel%1:06:00::	hotel%1:06:00::	head	True	1
d003.s009.t004	month%1:28:00::	month%1:28:01::	head	False	1
d013.s020.t005	compensation%1:22:00::	compensation%1:21:00::	head	False	1
d010.s012.t002	dinner%1:13:00::	dinner%1:14:00::	tail	False	2
d012.s017.t008	employment%1:04:00::	employment%1:26:00::	head	False	1
d012.s006.t006	country%1:15:00::	country%1:14:00::	head	False	1
d001.s014.t006	official%1:18:00::	official%1:18:01::	head	False	1
d010.s005.t008	swing%1:04:06::	swing%1:26:01::	head	False	1
d001.s019.t006	action%1:04:02::	action%1:04:02::	head	True	1
d011.s010.t008	london%1:18:00::	london%1:15:00::	head	False	1
d006.s008.t006	rule%1:09:00::	rule%1:10:00::	tail	False	3
d004.s007.t003	field%1:15:04::	field%1:15:00::	head	False	1
d001.s019.t004	greenhouse_gas%1:27:00::	greenhouse_gas%1:27:00::	head	True	1
d001.s012.t002	sort%1:09:00::	sort%1:09:00::	head	True	1
d011.s005.t003	number_one%1:18:00::	number_one%1:24:00::	tail	False	2
d006.s006.t007	year%1:28:01::	year%1:28:01::	head	True	1
d006.s021.t006	prosecutor%1:18:00::	prosecutor%1:18:00::	head	True	1
d007.s026.t003	expulsion%1:04:00::	expulsion%1:04:01::	head	False	1
d012.s023.t010	expenditure%1:21:00::	expenditure%1:21:00::	head	True	1
d001.s016.t007	negotiator%1:18:00::	negotiator%1:18:00::	head	True	1
d001.s009.t002	deal%1:04:02::	deal%1:10:00::	tail	False	2
d001.s016.t006	climate%1:26:00::	climate%1:26:00::	head	True	1
d009.s029.t004	mexico%1:15:00::	mexico%1:15:00::	head	True	1
d007.s004.t003	game%1:04:03::	game%1:04:03::	tail	True	2
d004.s002.t005	oil_company%1:14:00::	oil_company%1:14:00::	head	True	1
d010.s004.t007	congress%1:14:01::	congress%1:14:01::	head	True	1
d011.s013.t005	match%1:11:00::	match%1:11:00::	tail	True	2
d010.s008.t001	firm%1:14:00::	firm%1:14:00::	head	True	1
d013.s022.t005	freddie_mac%1:14:00::	freddie_mac%1:14:00::	head	True	1
d009.s027.t007	president%1:18:02::	president%1:18:00::	tail	False	3
d010.s013.t004	year%1:28:01::	year%1:28:01::	head	True	1
d009.s015.t004	congress%1:14:00::	congress%1:14:02::	tail	False	3
d009.s029.t010	nicaragua%1:15:00::	nicaragua%1:15:00::	head	True	1
d011.s022.t003	costa_rica%1:15:00::	costa_rica%1:15:00::	head	True	1
d007.s004.t006	time%1:28:05::	time%1:28:05::	tail	True	2
d001.s023.t010	action%1:04:02::	action%1:04:04::	tail	False	9
d009.s015.t006	government%1:09:00::	government%1:14:00::	head	False	1
d009.s013.t009	chart%1:10:00::	chart%1:10:00::	head	True	1
d007.s010.t007	action%1:04:02::	action%1:04:02::	head	True	1
d011.s003.t004	game%1:04:00::	game%1:04:03::	tail	False	2
d010.s005.t009	time%1:28:05::	time%1:11:00::	head	False	1
d001.s012.t004	week%1:28:02::	week%1:28:02::	tail	True	3
d008.s003.t005	possibility%1:09:03::	possibility%1:26:00::	tail	False	2
d006.s004.t001	end%1:28:00::	end%1:11:00::	tail	False	3
d011.s010.t012	match%1:11:00::	match%1:11:00::	tail	True	2
d011.s010.t010	goalkeeper%1:04:00::	goalkeeper%1:18:00::	head	False	1
d005.s007.t005	business%1:04:01::	business%1:14:00::	head	False	1
d006.s003.t003	report%1:10:00::	report%1:10:00::	tail	True	3
d008.s001.t003	type%1:09:00::	type%1:09:00::	head	True	1
d003.s002.t005	indicator%1:06:00::	indicator%1:10:00::	head	False	1
d011.s010.t002	selection%1:22:00::	selection%1:09:00::	tail	False	3
d004.s015.t003	contract%1:04:01::	contract%1:10:00::	head	False	1
d003.s007.t007	robustness%1:07:01::	robustness%1:07:00::	head	False	1
d005.s009.t005	bank%1:14:00::	bank%1:14:00::	tail	True	2
d001.s018.t004	china%1:15:01::	china%1:15:00::	head	False	1
d007.s022.t003	part%1:24:00::	part%1:24:00::	head	True	1
d008.s025.t007	example%1:09:00::	example%1:11:00::	tail	False	5
d001.s004.t004	world%1:17:00::	world%1:05:00::_world%1:17:00::	tail	True	4
d005.s007.t003	kitty%1:05:02::	kitty%1:21:01::	tail	False	2
d010.s004.t011	activist%1:18:00::	activist%1:18:00::	head	True	1
d010.s011.t001	attendance%1:14:00::	attendance%1:04:00::	head	False	1
d013.s005.t007	credit_union%1:14:00::	credit_union%1:14:00::	head	True	1
